epoch,time,train/box_loss,train/pose_loss,train/kobj_loss,train/cls_loss,train/l1_loss,train/rle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(P),metrics/recall(P),metrics/mAP50(P),metrics/mAP50-95(P),val/box_loss,val/pose_loss,val/kobj_loss,val/cls_loss,val/l1_loss,val/rle_loss,lr/pg0,lr/pg1,lr/pg2
83,1681.74,1.06091,3.5147,0.21388,0.74588,0.0119,7.24515,0.73956,0.69906,0.73065,0.45511,0.46394,0.49326,0.46337,0.17461,1.11282,3.72424,0.10485,0.74171,0.01439,0,0.00020909,0.00020909,0.00020909
84,1701.93,1.0704,3.61678,0.20516,0.72909,0.01103,6.88568,0.73552,0.69692,0.72401,0.45013,0.48684,0.47138,0.46075,0.17478,1.10495,3.70003,0.10687,0.75622,0.01423,0,0.000198091,0.000198091,0.000198091
85,1722.04,1.14149,3.97832,0.19383,0.74461,0.00996,6.93033,0.7376,0.7038,0.73613,0.46598,0.4734,0.49645,0.46105,0.17863,1.08436,3.71196,0.10699,0.75812,0.01414,0,0.000187092,0.000187092,0.000187092
86,1743.19,1.02927,3.55049,0.19942,0.69454,0.01038,6.57509,0.78436,0.67712,0.75161,0.47132,0.48662,0.50072,0.47446,0.18515,1.11033,3.70993,0.10729,0.74585,0.01432,0,0.000176094,0.000176094,0.000176094
87,1764.38,1.08921,3.77084,0.21394,0.75569,0.01046,7.1458,0.78033,0.69202,0.74334,0.4693,0.47475,0.49914,0.46389,0.18193,1.08892,3.69515,0.10902,0.7549,0.01395,0,0.000165095,0.000165095,0.000165095
88,1784.5,1.0774,3.78466,0.2114,0.71152,0.01018,6.8547,0.748,0.70515,0.73263,0.46609,0.45989,0.49702,0.45779,0.17919,1.09682,3.69871,0.10777,0.76702,0.01418,0,0.000154096,0.000154096,0.000154096
89,1804.35,1.04582,3.52831,0.20751,0.72453,0.01117,6.94329,0.73313,0.7029,0.73054,0.46378,0.44616,0.5153,0.45819,0.18002,1.05282,3.71324,0.10795,0.76409,0.01318,0,0.000143097,0.000143097,0.000143097
90,1824.36,1.06662,3.78144,0.19883,0.71319,0.00996,6.92883,0.76002,0.69613,0.73509,0.46473,0.45525,0.49687,0.46694,0.18608,1.09168,3.68475,0.10915,0.75074,0.01402,0,0.000132098,0.000132098,0.000132098
91,1845.41,0.98236,3.64534,0.17136,0.65952,0.01207,7.44046,0.76512,0.70117,0.73981,0.46747,0.46907,0.50942,0.47384,0.18888,1.09669,3.67708,0.11043,0.75454,0.01419,0,0.000121099,0.000121099,0.000121099
92,1865.26,0.9778,3.62024,0.13525,0.5661,0.01132,7.01073,0.75886,0.71626,0.7453,0.47344,0.46831,0.49838,0.47362,0.18642,1.07408,3.66683,0.1082,0.74419,0.01372,0,0.0001101,0.0001101,0.0001101
93,1886.53,0.95474,3.57493,0.1418,0.54574,0.01142,7.13909,0.76214,0.69924,0.74623,0.47512,0.47676,0.50187,0.4764,0.18621,1.07609,3.66653,0.10687,0.74273,0.01391,0,9.91012e-05,9.91012e-05,9.91012e-05
94,1907.37,0.96634,3.5014,0.14316,0.58479,0.01199,7.18816,0.77551,0.69993,0.75083,0.47313,0.47461,0.50067,0.47312,0.18478,1.10426,3.66435,0.10592,0.74406,0.01434,0,8.81023e-05,8.81023e-05,8.81023e-05
95,1927.32,0.96194,3.52629,0.13024,0.54831,0.01085,6.73726,0.7774,0.68851,0.74849,0.47482,0.4817,0.4892,0.47295,0.18429,1.07616,3.65161,0.1056,0.73222,0.01365,0,7.71034e-05,7.71034e-05,7.71034e-05
96,1947.12,0.94112,3.50554,0.14337,0.56892,0.01158,6.89512,0.78024,0.68991,0.75193,0.47881,0.47398,0.48618,0.47095,0.18423,1.06821,3.65863,0.10406,0.74174,0.01377,0,6.61045e-05,6.61045e-05,6.61045e-05
97,1967.92,0.9231,3.54551,0.14218,0.54009,0.01144,6.91639,0.76965,0.71004,0.76123,0.48157,0.46077,0.50383,0.47075,0.18239,1.0782,3.67276,0.10315,0.74724,0.01391,0,5.51056e-05,5.51056e-05,5.51056e-05
98,1988.86,0.95111,3.51298,0.13445,0.54204,0.01092,6.80979,0.76439,0.71662,0.75779,0.4794,0.46487,0.48863,0.46762,0.18144,1.08856,3.66891,0.10271,0.75811,0.01405,0,4.41067e-05,4.41067e-05,4.41067e-05
99,2008.79,0.95149,3.47545,0.1362,0.55827,0.01117,6.90203,0.75817,0.71765,0.75196,0.4798,0.47269,0.48993,0.46385,0.18044,1.07147,3.66862,0.1028,0.74932,0.0136,0,3.31078e-05,3.31078e-05,3.31078e-05
100,2028.65,0.9219,3.4113,0.13301,0.54037,0.01144,6.93368,0.77155,0.71107,0.75343,0.4816,0.47767,0.4896,0.4654,0.1816,1.06783,3.66296,0.10278,0.74479,0.01348,0,2.21089e-05,2.21089e-05,2.21089e-05
